"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070234","positive regulation of T cell apoptotic process","5/669","16/18860",0.3125,8.80979073243647,5.99317477097286,0.00017447646416651,0.00477355068728614,0.00385794791236129,"WNT5A/TGFB2/BCL2L11/ADAM8/CD274",5
"GO:0099173","postsynapse organization","21/669","245/18860",0.0857142857142857,2.416399743754,4.27938602050448,0.000182947982392093,0.00491699606793807,0.00397387939462205,"RELN/ZNF804A/ACTBL2/IL1RAPL1/ELMO1/WNT5A/LZTS1/NRXN1/NEDD9/MARK1/PRICKLE1/DOCK4/SH3GL2/NRCAM/CSMD2/NEURL1/CYFIP2/PLPPR4/FRRS1L/RTN4R/EPHB3",21
"GO:0050817","coagulation","21/669","248/18860",0.0846774193548387,2.38716910169246,4.2169924872298,0.000216326540857552,0.00551113511925937,0.00445405812589692,"PLAT/F11R/ANGPT2/PRRG4/HSPB1/TFPI2/PDGFB/ITGA2/PDGFA/ANGPTL2/GAS6/PDGFRA/MYL9/SERPINB2/ANXA8/F3/DGKE/ENPP4/P2RY1/PROS1/CEACAM1",21
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway","8/669","47/18860",0.170212765957447,4.79852431383774,5.00010257780336,0.000222182089346154,0.00553992279878006,0.00447732411287059,"WNT5A/DKK1/PRICKLE1/MAGI2/CELSR1/DAAM1/DACT1/WNT7B",8
"GO:0060173","limb development","18/669","196/18860",0.0918367346938776,2.58899972545072,4.28838331055425,0.000223100414746231,0.00553992279878006,0.00447732411287059,"ITGB4/WNT5A/B3GLCT/DKK1/FRAS1/TBX2/PRICKLE1/NOG/SCX/TGFB2/BCL2L11/RDH10/CRABP2/OSR1/SMOC1/HOXC13/BMP4/GALNT3",18
"GO:0001934","positive regulation of protein phosphorylation","20/669","231/18860",0.0865800865800866,2.44080782197374,4.2253372498798,0.00022618323645133,0.0055861146343034,0.00451465600837136,"NRG1/WNT5A/NEDD9/CSF1R/PDGFRB/RARRES2/TPD52L1/PDGFB/EREG/PDGFA/WNK3/ADCY8/GAS6/LIF/IL11/TENM1/GPRC5B/LCP2/BMP4/KIT",20
"GO:0006937","regulation of muscle contraction","17/669","181/18860",0.0939226519337017,2.64780450742842,4.27181331512534,0.000253341563178453,0.00612443175747275,0.00494971987541082,"TPM1/CLIC2/STC1/ADRA1B/ITGA2/FGF13/PDE4D/GUCY1A1/DOCK4/DSC2/CHRM2/MYL9/PDE4B/DSP/TNNT1/KIT/ADGRD1",17
"GO:0055010","ventricular cardiac muscle tissue morphogenesis","8/669","48/18860",0.166666666666667,4.69855505729945,4.92016111014187,0.000258438017304871,0.0061822162359474,0.00499642085811786,"NRG1/TPM1/TGFBR3/NOG/TGFB2/FOXC2/PROX1/DSP",8
"GO:0010721","negative regulation of cell development","23/669","288/18860",0.0798611111111111,2.25139096495599,4.10396854676076,0.000260930808746815,0.00620846284443554,0.00501763317051523,"SOX11/PRTG/EDNRB/WNT5A/TNFRSF11B/TSC22D1/IGDCC4/SEMA6D/MAP2/NOG/ID4/MAFB/FGF13/NEGR1/PROX1/BMP4/PAX6/PTN/GATA2/ID2/CEACAM1/DLX2/RTN4R",23
"GO:0003158","endothelium development","15/669","149/18860",0.100671140939597,2.83805339031511,4.31963308934052,0.000272863520337927,0.00633260456131774,0.00511796357629854,"NRG1/F11R/EDNRB/ADAMTS12/STC1/JAG1/PDE4D/CDH5/DLL1/FOXC2/SLC40A1/PROX1/NDP/BMP4/CEACAM1",15
"GO:0001660","fever generation","4/669","10/18860",0.4,11.2765321375187,6.23354371788165,0.000277741049690361,0.00633260456131774,0.00511796357629854,"EDNRB/PTGER3/PTGES/PTGS2",4
"GO:0001704","formation of primary germ layer","14/669","135/18860",0.103703703703704,2.92354536898633,4.30132746707899,0.000318264099797976,0.00695764914821508,0.00562311992994862,"ITGB4/COL5A1/WNT5A/COL4A2/DKK1/NOG/SCX/ITGA2/COL7A1/LAMA3/FOXC2/MMP14/SOX2/BMP4",14
"GO:0050818","regulation of coagulation","10/669","76/18860",0.131578947368421,3.7093855715522,4.53866023164221,0.000340690577975551,0.00715941720434295,0.00578618736170188,"PLAT/ANGPT2/PDGFB/PDGFA/PDGFRA/SERPINB2/F3/ENPP4/PROS1/CEACAM1",10
"GO:0051966","regulation of synaptic transmission, glutamatergic","10/669","76/18860",0.131578947368421,3.7093855715522,4.53866023164221,0.000340690577975551,0.00715941720434295,0.00578618736170188,"RELN/DKK1/NRXN1/SYT1/KMO/CACNG8/GRM8/MAPK8IP2/PLPPR4/FRRS1L",10
"GO:0001894","tissue homeostasis","22/669","275/18860",0.08,2.25530642750374,4.02141523538125,0.000343846590538891,0.00715941720434295,0.00578618736170188,"F11R/NT5E/CSF1R/SIGLEC15/PRICKLE1/SCX/LAMA2/CYTL1/CXADR/SNX10/JAM2/ADAM8/SH3GL2/WNK3/CDH5/CTSK/LDB2/NDP/ANKH/ILDR2/CD38/GATA2",22
"GO:0060249","anatomical structure homeostasis","22/669","275/18860",0.08,2.25530642750374,4.02141523538125,0.000343846590538891,0.00715941720434295,0.00578618736170188,"F11R/NT5E/CSF1R/SIGLEC15/PRICKLE1/SCX/LAMA2/CYTL1/CXADR/SNX10/JAM2/ADAM8/SH3GL2/WNK3/CDH5/CTSK/LDB2/NDP/ANKH/ILDR2/CD38/GATA2",22
"GO:0051147","regulation of muscle cell differentiation","16/669","169/18860",0.0946745562130177,2.66900168935353,4.1795349578386,0.000348467012656037,0.0072042795512463,0.00582244477445761,"NRG1/DKK1/BDNF/LAMA2/CCN3/PDGFB/NID1/EREG/RBM24/DLL1/MMP14/PROX1/BMP4/KIT/ID2/NFATC2",16
"GO:0140888","interferon-mediated signaling pathway","13/669","121/18860",0.107438016528926,3.02882061544923,4.29345812002669,0.000365388833108446,0.00752009720032654,0.00607768623302243,"ISG15/OAS2/USP18/WNT5A/IFITM1/SAMHD1/OAS1/OASL/OAS3/IRF7/IFI27/RBM47/MMP12",13
"GO:0032102","negative regulation of response to external stimulus","31/669","452/18860",0.0685840707964602,1.93347619614535,3.85223936266544,0.000379987445634952,0.00768213557126592,0.00620864443077509,"PLAT/ANGPT2/TNFRSF1B/HGF/ISG15/USP18/NT5E/WNT5A/CARD16/SAMHD1/OAS1/CCN3/PDGFB/PDGFA/OAS3/NR1H4/DTX4/PDGFRA/CDH5/FRK/SLIT2/SERPINB2/HLA-F/PADI2/PROS1/PTPRO/MMP28/CEACAM1/MMP12/RTN4R/NPY",31
"GO:0030100","regulation of endocytosis","24/669","318/18860",0.0754716981132075,2.12764757311673,3.88913271399985,0.000444072406927622,0.00867079840706113,0.00700767432974403,"NRG1/SGIP1/WNT5A/HFE/DKK1/LPAR1/MAGI2/ITGA2/DYSF/NTF3/SH3GL2/GAS6/USP6/RAP1GAP/EPHA3/DLL1/STX1B/H1-1/CD22/SFRP4/GATA2/ABCA13/PTX3/CD177",24
"GO:0031345","negative regulation of cell projection organization","17/669","192/18860",0.0885416666666667,2.49610737419033,3.99584454483753,0.000504661461525664,0.00960749257379482,0.00776470353961416,"STMN3/DPYSL3/WNT5A/DKK1/SEMA6D/NRXN1/MAP2/LPAR1/TSKU/FGF13/RAP1GAP/PRAG1/SLIT2/STX1B/CD38/PTPRO/RTN4R",17
"GO:0035249","synaptic transmission, glutamatergic","12/669","110/18860",0.109090909090909,3.07541785568691,4.18644468777317,0.000529197689397969,0.00982887903601349,0.00794362642023138,"RELN/DKK1/NRXN1/SYT1/GRIA4/CLSTN3/KMO/CACNG8/GRM8/MAPK8IP2/PLPPR4/FRRS1L",12
"GO:0051546","keratinocyte migration","5/669","20/18860",0.25,7.04783258594918,5.18941510347014,0.000550443370400917,0.0100599030374472,0.00813033828785859,"IQSEC1/HAS2/HBEGF/EPB41L4B/KRT16",5
"GO:2000177","regulation of neural precursor cell proliferation","11/669","96/18860",0.114583333333333,3.23025660189337,4.20118532900783,0.000588755538826732,0.0105937911428121,0.00856182265588113,"WNT5A/ID4/NES/PROX1/PAX6/INSM1/PTN/GATA2/ID2/TOX/CDON",11
"GO:0001974","blood vessel remodeling","8/669","54/18860",0.148148148148148,4.17649338426618,4.48271079929829,0.000591249013223262,0.0105937911428121,0.00856182265588113,"TGFB2/JAG1/NPR3/LIF/EPAS1/FOXC2/NDP/CEACAM1",8
"GO:0060324","face development","8/669","54/18860",0.148148148148148,4.17649338426618,4.48271079929829,0.000591249013223262,0.0105937911428121,0.00856182265588113,"WNT5A/DKK1/PRICKLE1/NOG/SCX/COL1A1/TGFB2/PDGFRA",8
"GO:0051549","positive regulation of keratinocyte migration","4/669","12/18860",0.333333333333333,9.3971101145989,5.57997093744917,0.000618531756888918,0.0108421966586623,0.00876258213327513,"IQSEC1/HAS2/HBEGF/EPB41L4B",4
"GO:0042698","ovulation cycle","9/669","68/18860",0.132352941176471,3.73120548667898,4.32679613305136,0.00064004008216734,0.0111191754198577,0.00898643429354825,"TGFB2/ADAMTS1/HAS2/EREG/PDGFRA/GABRB1/SLIT2/PTN/PTX3",9
"GO:0051048","negative regulation of secretion","16/669","179/18860",0.0893854748603352,2.51989544972485,3.91817899687531,0.000658361693222678,0.0113941461224789,0.00920866355592167,"NRG1/RSAD2/TNFRSF1B/IL1RAPL1/ACVR1C/WNK4/CCN3/WNK3/STXBP6/PTGER3/LIF/IL11/PLA2R1/HLA-F/P2RY1/CEACAM1",16
"GO:0003094","glomerular filtration","6/669","31/18860",0.193548387096774,5.4563865181542,4.76205243486124,0.000671737844877812,0.0114521276613684,0.00925552380138007,"PDGFB/GAS6/EMP2/JCHAIN/PTPRO/CORO2B",6
"GO:0003309","type B pancreatic cell differentiation","6/669","31/18860",0.193548387096774,5.4563865181542,4.76205243486124,0.000671737844877812,0.0114521276613684,0.00925552380138007,"WNT5A/NKX2-2/DLL1/BMP4/PAX6/INSM1",6
"GO:0033002","muscle cell proliferation","20/669","252/18860",0.0793650793650794,2.2374071701426,3.79233899831387,0.000694598557123419,0.0117541511388774,0.0094996169137971,"NRG1/HGF/TPM1/TGFBR3/MAP3K5/PDGFD/PDGFRB/TBX2/NOG/TGFB2/ADAMTS1/CCN3/PDGFB/ITGA2/EREG/HBEGF/FOXC2/FOS/BMP4/ID2",20
"GO:0035567","non-canonical Wnt signaling pathway","9/669","69/18860",0.130434782608696,3.67713004484305,4.27231404997028,0.000713310716639949,0.0119381562795895,0.00964832849035257,"WNT5A/DKK1/PRICKLE1/MAGI2/CELSR1/DAAM1/DACT1/WNT7B/SFRP4",9
"GO:1903115","regulation of actin filament-based movement","7/669","43/18860",0.162790697674419,4.58928633503667,4.51867642228154,0.000725316640985506,0.0120071439589231,0.00970408381608374,"STC1/FGF13/PDE4D/DSC2/PDE4B/DSP/ACTA2",7
"GO:2000027","regulation of animal organ morphogenesis","10/669","84/18860",0.119047619047619,3.35611075521389,4.15028488503512,0.000764919833406231,0.012437433163107,0.0100518403281104,"HGF/WNT5A/TNFRSF11B/DKK1/SPRY1/NOG/PDGFA/BMP4/WT1/NGFR",10
"GO:0071295","cellular response to vitamin","6/669","33/18860",0.181818181818182,5.12569642614486,4.5489145596154,0.000951461642501498,0.0154157029949977,0.012458855699497,"COL1A1/GAS6/MN1/POSTN/PHEX/CDON",6
"GO:0030574","collagen catabolic process","7/669","45/18860",0.155555555555556,4.38531805347949,4.36011280040963,0.000960759162957653,0.0155113378641467,0.012536147084454,"ADAMTS14/CTSK/MMP14/MMP1/VSIR/MMP28/MMP12",7
"GO:1903522","regulation of blood circulation","21/669","279/18860",0.0752688172043011,2.1219280903933,3.62056779494913,0.00102103396861888,0.0163687866758585,0.0132291307919299,"TPM1/EDNRB/CLIC2/TBX2/STC1/TGFB2/ADRA1B/CXADR/FGF13/PDE4D/DOCK4/DSC2/HBEGF/CHRM2/EPAS1/PDE4B/DSP/ADRA1D/CD38/SCN4B/ABCC9",21
"GO:1904888","cranial skeletal system development","9/669","73/18860",0.123287671232877,3.47564346704343,4.06410494508308,0.00107795273767848,0.0172208603442412,0.0139177703488263,"B3GLCT/NOG/TGFB2/RDH10/PDGFRA/FOXC2/MMP14/BMP4/DLX2",9
"GO:0031650","regulation of heat generation","4/669","14/18860",0.285714285714286,8.05466581251335,5.06378166816422,0.001181920988772,0.018182481473735,0.0146949453433003,"EDNRB/PTGER3/PTGES/PTGS2",4
"GO:0008037","cell recognition","15/669","172/18860",0.0872093023255814,2.4585462509125,3.68508167801177,0.0012316114144238,0.0188201757608774,0.0152103250899444,"NCAM2/PALLD/PLXND1/NEDD9/MYPN/LY6K/C1S/EPHA3/NRCAM/ADAM32/SPON2/C1R/PTX3/DOCK8/EPHB3",15
"GO:0060563","neuroepithelial cell differentiation","7/669","47/18860",0.148936170212766,4.19870877460802,4.21054879951546,0.00125251860397956,0.0190758583386087,0.0154169658342467,"SOX11/JAG1/NKX2-2/DLL1/BMP4/INSM1/GATA2",7
"GO:0030239","myofibril assembly","9/669","75/18860",0.12,3.38295964125561,3.96538921649234,0.00130992160337874,0.0198654928638181,0.0160551425432892,"TPM1/PDGFRB/MYPN/KRT19/PDGFRA/MYL9/PROX1/TNNT1/MYBPC2",9
"GO:0009612","response to mechanical stimulus","18/669","228/18860",0.0789473684210526,2.22563134293132,3.57060366595603,0.00133735020742419,0.0201392395814707,0.0162763825901785,"F11R/ANGPT2/SLITRK6/NRXN1/SCX/COL1A1/ITGA2/BDKRB1/CASP1/MMP14/FOS/ATP8A2/POSTN/PPL/P2RY1/PTN/KIT/TMEM150C",18
"GO:0061383","trabecula morphogenesis","7/669","48/18860",0.145833333333333,4.11123567513702,4.13885437316494,0.00142223967975329,0.0210980944701065,0.0170513219295097,"NRG1/TGFBR3/NOG/COL1A1/TGFB2/ADAMTS1/SLC40A1",7
"GO:0042552","myelination","14/669","157/18860",0.089171974522293,2.51387659116659,3.65282414725186,0.00143097042366116,0.0211572145695981,0.0170991023511191,"TNFRSF1B/NDRG1/ITGB4/GPC1/LPAR1/EGR2/CTSC/ID4/JAM2/TSPAN2/CMTM8/PTN/FA2H/GALC",14
"GO:0070252","actin-mediated cell contraction","12/669","124/18860",0.0967741935483871,2.7281932590771,3.70261718703507,0.00153070274169324,0.0222731873464854,0.0180010231909483,"TPM1/STC1/FGF13/PDE4D/DSC2/PDE4B/DSP/SCN4B/FGF12/EMP2/ACTA2/ABCC9",12
"GO:0008360","regulation of cell shape","13/669","141/18860",0.0921985815602837,2.59920066999544,3.65523496533993,0.0015464939411828,0.0223605405609626,0.0180716214046277,"F11R/TPM1/PLXND1/CSF1R/FMNL1/LPAR1/PRAG1/SPTA1/PLXNC1/PALMD/P2RY1/SYNE3/KIT",13
"GO:0060021","roof of mouth development","10/669","92/18860",0.108695652173913,3.06427503736921,3.80624359626409,0.00155169566797095,0.0223649763626476,0.0180752063863261,"SOX11/WNT5A/B3GLCT/TGFBR3/FRAS1/TBX2/TGFB2/PDGFRA/OSR1/EPHB3",10
